age,sex,province,education,n
68,Female,Quebec,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",5
68,Female,Quebec,"College, CEGEP or other non-university certificate or di...",7
68,Female,Quebec,High school diploma or a high school equivalency certificate,8
68,Female,Quebec,Less than high school diploma or its equivalent,9
68,Female,Quebec,University certificate or diploma below the bachelor's level,1
68,Female,Saskatchewan,"College, CEGEP or other non-university certificate or di...",5
68,Female,Saskatchewan,High school diploma or a high school equivalency certificate,3
68,Female,Saskatchewan,Less than high school diploma or its equivalent,1
68,Female,Saskatchewan,University certificate or diploma below the bachelor's level,2
68,Male,Alberta,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",2
68,Male,Alberta,High school diploma or a high school equivalency certificate,6
68,Male,Alberta,Less than high school diploma or its equivalent,3
68,Male,Alberta,University certificate or diploma below the bachelor's level,1
68,Male,Alberta,"University certificate, diploma or degree above the bach...",1
68,Male,British Columbia,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",5
68,Male,British Columbia,"College, CEGEP or other non-university certificate or di...",8
68,Male,British Columbia,High school diploma or a high school equivalency certificate,5
68,Male,British Columbia,Less than high school diploma or its equivalent,5
68,Male,British Columbia,University certificate or diploma below the bachelor's level,4
68,Male,British Columbia,"University certificate, diploma or degree above the bach...",4
68,Male,Manitoba,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",3
68,Male,Manitoba,"College, CEGEP or other non-university certificate or di...",2
68,Male,Manitoba,High school diploma or a high school equivalency certificate,4
68,Male,Manitoba,Less than high school diploma or its equivalent,4
68,Male,New Brunswick,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",2
68,Male,New Brunswick,"College, CEGEP or other non-university certificate or di...",1
68,Male,New Brunswick,High school diploma or a high school equivalency certificate,3
68,Male,New Brunswick,Less than high school diploma or its equivalent,6
68,Male,New Brunswick,University certificate or diploma below the bachelor's level,2
68,Male,New Brunswick,"University certificate, diploma or degree above the bach...",3
68,Male,Newfoundland and Labrador,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",2
68,Male,Newfoundland and Labrador,High school diploma or a high school equivalency certificate,8
68,Male,Newfoundland and Labrador,Less than high school diploma or its equivalent,5
68,Male,Newfoundland and Labrador,University certificate or diploma below the bachelor's level,1
68,Male,Nova Scotia,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",3
68,Male,Nova Scotia,"College, CEGEP or other non-university certificate or di...",1
68,Male,Nova Scotia,Less than high school diploma or its equivalent,4
68,Male,Nova Scotia,University certificate or diploma below the bachelor's level,3
68,Male,Nova Scotia,"University certificate, diploma or degree above the bach...",1
68,Male,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",7
68,Male,Ontario,"College, CEGEP or other non-university certificate or di...",10
68,Male,Ontario,High school diploma or a high school equivalency certificate,12
68,Male,Ontario,Less than high school diploma or its equivalent,7
68,Male,Ontario,University certificate or diploma below the bachelor's level,5
68,Male,Ontario,"University certificate, diploma or degree above the bach...",4
68,Male,Prince Edward Island,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",2
68,Male,Prince Edward Island,"College, CEGEP or other non-university certificate or di...",1
68,Male,Prince Edward Island,High school diploma or a high school equivalency certificate,4
68,Male,Prince Edward Island,University certificate or diploma below the bachelor's level,3
68,Male,Quebec,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",5
68,Male,Quebec,"College, CEGEP or other non-university certificate or di...",4
68,Male,Quebec,High school diploma or a high school equivalency certificate,11
68,Male,Quebec,Less than high school diploma or its equivalent,5
68,Male,Quebec,University certificate or diploma below the bachelor's level,3
68,Male,Quebec,"University certificate, diploma or degree above the bach...",6
68,Male,Saskatchewan,High school diploma or a high school equivalency certificate,4
68,Male,Saskatchewan,University certificate or diploma below the bachelor's level,5
69,Female,Alberta,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",3
69,Female,Alberta,"College, CEGEP or other non-university certificate or di...",3
69,Female,Alberta,High school diploma or a high school equivalency certificate,5
69,Female,Alberta,Less than high school diploma or its equivalent,3
69,Female,Alberta,"University certificate, diploma or degree above the bach...",1
69,Female,British Columbia,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",4
69,Female,British Columbia,"College, CEGEP or other non-university certificate or di...",7
69,Female,British Columbia,High school diploma or a high school equivalency certificate,6
69,Female,British Columbia,Less than high school diploma or its equivalent,2
69,Female,British Columbia,University certificate or diploma below the bachelor's level,3
69,Female,British Columbia,"University certificate, diploma or degree above the bach...",3
69,Female,Manitoba,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",3
69,Female,Manitoba,"College, CEGEP or other non-university certificate or di...",4
69,Female,Manitoba,High school diploma or a high school equivalency certificate,4
69,Female,Manitoba,Less than high school diploma or its equivalent,2
69,Female,Manitoba,University certificate or diploma below the bachelor's level,2
69,Female,New Brunswick,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",1
69,Female,New Brunswick,"College, CEGEP or other non-university certificate or di...",2
69,Female,New Brunswick,High school diploma or a high school equivalency certificate,4
69,Female,New Brunswick,Less than high school diploma or its equivalent,4
69,Female,New Brunswick,University certificate or diploma below the bachelor's level,2
69,Female,New Brunswick,"University certificate, diploma or degree above the bach...",1
69,Female,Newfoundland and Labrador,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",2
69,Female,Newfoundland and Labrador,"College, CEGEP or other non-university certificate or di...",3
69,Female,Newfoundland and Labrador,High school diploma or a high school equivalency certificate,2
69,Female,Newfoundland and Labrador,Less than high school diploma or its equivalent,3
69,Female,Newfoundland and Labrador,University certificate or diploma below the bachelor's level,1
69,Female,Nova Scotia,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",6
69,Female,Nova Scotia,"College, CEGEP or other non-university certificate or di...",4
69,Female,Nova Scotia,High school diploma or a high school equivalency certificate,13
69,Female,Nova Scotia,Less than high school diploma or its equivalent,3
69,Female,Nova Scotia,University certificate or diploma below the bachelor's level,1
69,Female,Nova Scotia,"University certificate, diploma or degree above the bach...",1
69,Female,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",5
69,Female,Ontario,"College, CEGEP or other non-university certificate or di...",15
69,Female,Ontario,High school diploma or a high school equivalency certificate,15
69,Female,Ontario,Less than high school diploma or its equivalent,8
69,Female,Ontario,University certificate or diploma below the bachelor's level,2
69,Female,Ontario,"University certificate, diploma or degree above the bach...",7
69,Female,Prince Edward Island,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",1
69,Female,Prince Edward Island,"College, CEGEP or other non-university certificate or di...",3
69,Female,Prince Edward Island,Less than high school diploma or its equivalent,1
69,Female,Prince Edward Island,University certificate or diploma below the bachelor's level,2
69,Female,Quebec,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",1
69,Female,Quebec,"College, CEGEP or other non-university certificate or di...",5
69,Female,Quebec,High school diploma or a high school equivalency certificate,17
69,Female,Quebec,Less than high school diploma or its equivalent,13
69,Female,Quebec,University certificate or diploma below the bachelor's level,6
69,Female,Quebec,"University certificate, diploma or degree above the bach...",1
69,Female,Saskatchewan,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",2
69,Female,Saskatchewan,"College, CEGEP or other non-university certificate or di...",1
69,Female,Saskatchewan,High school diploma or a high school equivalency certificate,3
69,Female,Saskatchewan,University certificate or diploma below the bachelor's level,4
69,Male,Alberta,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",1
69,Male,Alberta,"College, CEGEP or other non-university certificate or di...",3
69,Male,Alberta,High school diploma or a high school equivalency certificate,3
69,Male,Alberta,Less than high school diploma or its equivalent,2
69,Male,Alberta,University certificate or diploma below the bachelor's level,4
69,Male,Alberta,"University certificate, diploma or degree above the bach...",2
69,Male,British Columbia,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",5
69,Male,British Columbia,"College, CEGEP or other non-university certificate or di...",4
69,Male,British Columbia,High school diploma or a high school equivalency certificate,10
69,Male,British Columbia,Less than high school diploma or its equivalent,3
69,Male,British Columbia,University certificate or diploma below the bachelor's level,5
69,Male,British Columbia,"University certificate, diploma or degree above the bach...",1
69,Male,Manitoba,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",1
69,Male,Manitoba,"College, CEGEP or other non-university certificate or di...",1
69,Male,Manitoba,High school diploma or a high school equivalency certificate,1
69,Male,Manitoba,Less than high school diploma or its equivalent,4
69,Male,Manitoba,"University certificate, diploma or degree above the bach...",1
69,Male,New Brunswick,"College, CEGEP or other non-university certificate or di...",1
69,Male,New Brunswick,High school diploma or a high school equivalency certificate,2
69,Male,New Brunswick,Less than high school diploma or its equivalent,5
69,Male,New Brunswick,University certificate or diploma below the bachelor's level,1
69,Male,New Brunswick,"University certificate, diploma or degree above the bach...",1
69,Male,Newfoundland and Labrador,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",1
69,Male,Newfoundland and Labrador,"College, CEGEP or other non-university certificate or di...",1
69,Male,Newfoundland and Labrador,Less than high school diploma or its equivalent,2
69,Male,Newfoundland and Labrador,University certificate or diploma below the bachelor's level,2
69,Male,Newfoundland and Labrador,"University certificate, diploma or degree above the bach...",1
69,Male,Nova Scotia,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",1
69,Male,Nova Scotia,High school diploma or a high school equivalency certificate,5
