age,sex,province,education,vote_liberal
44,Female,Alberta,"University certificate, diploma or degree above the bach...",0
50,Male,Alberta,"College, CEGEP or other non-university certificate or di...",0
38,Female,Ontario,"University certificate, diploma or degree above the bach...",0
54,Male,Alberta,High school diploma or a high school equivalency certificate,0
62,Female,Ontario,"College, CEGEP or other non-university certificate or di...",1
66,Female,Alberta,"University certificate, diploma or degree above the bach...",0
45,Female,Ontario,High school diploma or a high school equivalency certificate,0
42,Male,Ontario,High school diploma or a high school equivalency certificate,0
69,Female,Alberta,High school diploma or a high school equivalency certificate,0
60,Female,British Columbia,High school diploma or a high school equivalency certificate,0
27,Male,Alberta,High school diploma or a high school equivalency certificate,0
30,Female,Quebec,High school diploma or a high school equivalency certificate,0
40,Male,Quebec,"University certificate, diploma or degree above the bach...",0
69,Female,Ontario,"College, CEGEP or other non-university certificate or di...",0
35,Female,Ontario,"University certificate, diploma or degree above the bach...",1
61,Male,Quebec,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",1
46,Female,Ontario,High school diploma or a high school equivalency certificate,1
40,Female,Ontario,"University certificate, diploma or degree above the bach...",1
41,Female,British Columbia,"University certificate, diploma or degree above the bach...",0
33,Female,Alberta,"College, CEGEP or other non-university certificate or di...",0
99,Male,British Columbia,"University certificate, diploma or degree above the bach...",0
67,Male,Alberta,"University certificate, diploma or degree above the bach...",0
73,Male,Quebec,"College, CEGEP or other non-university certificate or di...",1
74,Female,Quebec,High school diploma or a high school equivalency certificate,0
69,Female,Alberta,"College, CEGEP or other non-university certificate or di...",0
56,Male,Quebec,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",0
52,Female,Alberta,University certificate or diploma below the bachelor's level,0
76,Male,British Columbia,"University certificate, diploma or degree above the bach...",0
44,Male,Quebec,High school diploma or a high school equivalency certificate,1
65,Female,Ontario,"College, CEGEP or other non-university certificate or di...",1
36,Female,Quebec,High school diploma or a high school equivalency certificate,1
23,Female,Alberta,"College, CEGEP or other non-university certificate or di...",1
37,Female,Alberta,"College, CEGEP or other non-university certificate or di...",0
65,Female,Alberta,University certificate or diploma below the bachelor's level,0
56,Male,Ontario,"College, CEGEP or other non-university certificate or di...",1
69,Male,British Columbia,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",0
18,Male,Ontario,High school diploma or a high school equivalency certificate,0
39,Male,Quebec,University certificate or diploma below the bachelor's level,1
37,Male,Ontario,Less than high school diploma or its equivalent,0
43,Male,British Columbia,"University certificate, diploma or degree above the bach...",1
29,Male,Ontario,University certificate or diploma below the bachelor's level,0
49,Male,New Brunswick,High school diploma or a high school equivalency certificate,0
71,Male,Ontario,University certificate or diploma below the bachelor's level,1
69,Male,Ontario,High school diploma or a high school equivalency certificate,1
31,Female,British Columbia,University certificate or diploma below the bachelor's level,0
42,Male,Quebec,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",0
55,Male,Quebec,High school diploma or a high school equivalency certificate,1
44,Male,Quebec,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",0
41,Male,Quebec,University certificate or diploma below the bachelor's level,1
49,Male,British Columbia,University certificate or diploma below the bachelor's level,0
21,Male,Newfoundland and Labrador,Less than high school diploma or its equivalent,1
39,Male,Quebec,High school diploma or a high school equivalency certificate,1
38,Male,Quebec,High school diploma or a high school equivalency certificate,1
78,Male,Alberta,High school diploma or a high school equivalency certificate,0
70,Male,Alberta,Less than high school diploma or its equivalent,0
19,Male,Alberta,High school diploma or a high school equivalency certificate,1
49,Female,Alberta,High school diploma or a high school equivalency certificate,1
42,Male,Alberta,"University certificate, diploma or degree above the bach...",0
33,Male,Alberta,High school diploma or a high school equivalency certificate,0
66,Female,British Columbia,High school diploma or a high school equivalency certificate,0
69,Male,British Columbia,"University certificate, diploma or degree above the bach...",0
19,Male,British Columbia,High school diploma or a high school equivalency certificate,1
33,Male,Alberta,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",0
18,Male,Alberta,Less than high school diploma or its equivalent,1
71,Male,Quebec,"University certificate, diploma or degree above the bach...",1
32,Male,British Columbia,High school diploma or a high school equivalency certificate,0
28,Female,Manitoba,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",0
44,Female,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",0
44,Female,Nova Scotia,High school diploma or a high school equivalency certificate,0
37,Male,Alberta,High school diploma or a high school equivalency certificate,0
43,Male,Ontario,"University certificate, diploma or degree above the bach...",0
80,Male,Ontario,"University certificate, diploma or degree above the bach...",1
29,Female,Nova Scotia,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",0
27,Female,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",0
20,Female,Ontario,University certificate or diploma below the bachelor's level,1
61,Female,British Columbia,University certificate or diploma below the bachelor's level,1
59,Female,Manitoba,High school diploma or a high school equivalency certificate,0
85,Female,Ontario,Less than high school diploma or its equivalent,1
48,Male,Manitoba,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",0
66,Male,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",1
43,Female,Quebec,High school diploma or a high school equivalency certificate,0
99,Female,Ontario,High school diploma or a high school equivalency certificate,1
31,Male,British Columbia,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",0
46,Female,Ontario,High school diploma or a high school equivalency certificate,0
37,Female,Nova Scotia,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",0
51,Female,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",1
39,Male,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",1
60,Female,Nova Scotia,"College, CEGEP or other non-university certificate or di...",1
55,Female,Ontario,"College, CEGEP or other non-university certificate or di...",1
26,Female,Quebec,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",1
30,Female,Alberta,"College, CEGEP or other non-university certificate or di...",0
69,Female,Ontario,"College, CEGEP or other non-university certificate or di...",0
35,Female,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",1
26,Male,Ontario,"University certificate, diploma or degree above the bach...",1
24,Female,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",1
65,Male,Quebec,High school diploma or a high school equivalency certificate,0
38,Male,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",0
72,Male,Ontario,"College, CEGEP or other non-university certificate or di...",0
45,Male,Manitoba,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",0
52,Male,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",0
36,Male,Ontario,"University certificate, diploma or degree above the bach...",1
52,Female,Quebec,"University certificate, diploma or degree above the bach...",1
29,Female,Ontario,"College, CEGEP or other non-university certificate or di...",0
62,Male,Quebec,"University certificate, diploma or degree above the bach...",0
26,Female,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",0
57,Male,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",1
52,Male,Ontario,"University certificate, diploma or degree above the bach...",0
33,Male,Ontario,University certificate or diploma below the bachelor's level,1
76,Male,Ontario,"University certificate, diploma or degree above the bach...",0
43,Female,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",0
47,Female,Nova Scotia,"University certificate, diploma or degree above the bach...",1
71,Male,Newfoundland and Labrador,High school diploma or a high school equivalency certificate,1
73,Male,Ontario,High school diploma or a high school equivalency certificate,0
40,Male,Quebec,High school diploma or a high school equivalency certificate,0
21,Female,Ontario,University certificate or diploma below the bachelor's level,0
27,Female,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",0
65,Male,Nova Scotia,Less than high school diploma or its equivalent,0
52,Female,Ontario,High school diploma or a high school equivalency certificate,1
59,Male,Ontario,"College, CEGEP or other non-university certificate or di...",1
46,Female,Quebec,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",1
50,Female,Nova Scotia,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",0
59,Male,Alberta,High school diploma or a high school equivalency certificate,0
33,Female,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",1
63,Female,Ontario,"College, CEGEP or other non-university certificate or di...",1
72,Male,New Brunswick,High school diploma or a high school equivalency certificate,0
64,Male,Ontario,High school diploma or a high school equivalency certificate,1
24,Female,Ontario,"University certificate, diploma or degree above the bach...",1
27,Male,Ontario,"University certificate, diploma or degree above the bach...",0
54,Female,Ontario,"College, CEGEP or other non-university certificate or di...",0
30,Male,Saskatchewan,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",1
75,Female,Quebec,Less than high school diploma or its equivalent,0
54,Male,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",0
26,Female,Manitoba,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",0
39,Male,British Columbia,"College, CEGEP or other non-university certificate or di...",0
24,Female,Quebec,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",1
57,Male,Alberta,Less than high school diploma or its equivalent,0
59,Female,British Columbia,"College, CEGEP or other non-university certificate or di...",1
25,Female,Alberta,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",0
18,Female,Manitoba,University certificate or diploma below the bachelor's level,1
52,Female,Ontario,University certificate or diploma below the bachelor's level,0
39,Female,Quebec,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",0
23,Female,Ontario,High school diploma or a high school equivalency certificate,0
36,Female,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",1
58,Male,Ontario,University certificate or diploma below the bachelor's level,0
74,Female,Ontario,High school diploma or a high school equivalency certificate,0
26,Female,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",1
25,Female,Nova Scotia,"University certificate, diploma or degree above the bach...",0
26,Female,Ontario,High school diploma or a high school equivalency certificate,0
74,Female,British Columbia,University certificate or diploma below the bachelor's level,1
56,Female,Quebec,High school diploma or a high school equivalency certificate,0
62,Female,New Brunswick,High school diploma or a high school equivalency certificate,0
36,Female,Ontario,"College, CEGEP or other non-university certificate or di...",0
25,Female,Ontario,"University certificate, diploma or degree above the bach...",0
52,Female,Ontario,"University certificate, diploma or degree above the bach...",1
51,Female,Ontario,"University certificate, diploma or degree above the bach...",0
40,Female,Ontario,"College, CEGEP or other non-university certificate or di...",0
54,Female,Nova Scotia,"College, CEGEP or other non-university certificate or di...",1
24,Female,Ontario,"University certificate, diploma or degree above the bach...",0
86,Male,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",1
38,Female,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",0
55,Female,Ontario,"University certificate, diploma or degree above the bach...",0
21,Female,Ontario,University certificate or diploma below the bachelor's level,0
63,Female,Ontario,"College, CEGEP or other non-university certificate or di...",0
25,Female,Nova Scotia,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",0
61,Female,British Columbia,"University certificate, diploma or degree above the bach...",0
21,Male,Manitoba,High school diploma or a high school equivalency certificate,1
35,Female,Quebec,"University certificate, diploma or degree above the bach...",0
38,Female,Ontario,University certificate or diploma below the bachelor's level,0
43,Female,Ontario,"College, CEGEP or other non-university certificate or di...",0
34,Male,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",0
43,Male,Quebec,High school diploma or a high school equivalency certificate,1
22,Female,Ontario,Less than high school diploma or its equivalent,0
20,Male,Ontario,University certificate or diploma below the bachelor's level,0
68,Male,Ontario,Less than high school diploma or its equivalent,0
38,Female,Alberta,University certificate or diploma below the bachelor's level,0
43,Female,Quebec,"College, CEGEP or other non-university certificate or di...",1
43,Female,British Columbia,"University certificate, diploma or degree above the bach...",0
22,Female,Manitoba,"College, CEGEP or other non-university certificate or di...",0
34,Male,Quebec,High school diploma or a high school equivalency certificate,1
32,Female,Alberta,High school diploma or a high school equivalency certificate,0
18,Female,Quebec,High school diploma or a high school equivalency certificate,1
32,Male,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",1
46,Female,Ontario,"College, CEGEP or other non-university certificate or di...",0
68,Male,Alberta,High school diploma or a high school equivalency certificate,0
34,Female,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",0
31,Female,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",1
20,Female,Quebec,"College, CEGEP or other non-university certificate or di...",1
39,Female,Quebec,High school diploma or a high school equivalency certificate,0
62,Female,Ontario,"College, CEGEP or other non-university certificate or di...",0
32,Female,Saskatchewan,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",0
37,Female,Alberta,"College, CEGEP or other non-university certificate or di...",0
26,Female,British Columbia,University certificate or diploma below the bachelor's level,0
27,Male,Ontario,"University certificate, diploma or degree above the bach...",0
20,Male,Ontario,"College, CEGEP or other non-university certificate or di...",0
33,Female,Saskatchewan,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",0
20,Female,Ontario,University certificate or diploma below the bachelor's level,0
70,Female,Alberta,High school diploma or a high school equivalency certificate,0
41,Female,New Brunswick,High school diploma or a high school equivalency certificate,0
37,Female,Quebec,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",1
58,Male,Quebec,Less than high school diploma or its equivalent,0
20,Female,Nova Scotia,High school diploma or a high school equivalency certificate,1
44,Female,Ontario,High school diploma or a high school equivalency certificate,1
54,Female,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",1
25,Male,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",1
53,Female,Ontario,High school diploma or a high school equivalency certificate,0
59,Male,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",1
73,Male,British Columbia,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",0
29,Female,British Columbia,Less than high school diploma or its equivalent,0
37,Male,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",1
27,Female,Ontario,High school diploma or a high school equivalency certificate,0
34,Female,Ontario,"College, CEGEP or other non-university certificate or di...",0
34,Female,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",1
37,Female,Manitoba,University certificate or diploma below the bachelor's level,0
27,Female,British Columbia,High school diploma or a high school equivalency certificate,0
38,Female,Quebec,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",1
49,Female,Alberta,"University certificate, diploma or degree above the bach...",0
21,Male,Ontario,High school diploma or a high school equivalency certificate,0
53,Female,Ontario,High school diploma or a high school equivalency certificate,0
66,Male,Quebec,"College, CEGEP or other non-university certificate or di...",1
24,Female,Ontario,University certificate or diploma below the bachelor's level,1
78,Male,Newfoundland and Labrador,High school diploma or a high school equivalency certificate,0
56,Male,Ontario,High school diploma or a high school equivalency certificate,0
35,Female,Alberta,"College, CEGEP or other non-university certificate or di...",0
68,Male,British Columbia,High school diploma or a high school equivalency certificate,0
31,Female,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",1
33,Female,Ontario,High school diploma or a high school equivalency certificate,1
20,Female,Ontario,"College, CEGEP or other non-university certificate or di...",1
27,Male,Alberta,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",0
21,Female,Saskatchewan,University certificate or diploma below the bachelor's level,0
43,Female,British Columbia,High school diploma or a high school equivalency certificate,0
70,Male,Quebec,University certificate or diploma below the bachelor's level,0
51,Female,Ontario,"College, CEGEP or other non-university certificate or di...",0
68,Female,Ontario,"College, CEGEP or other non-university certificate or di...",0
19,Female,British Columbia,High school diploma or a high school equivalency certificate,0
25,Male,Ontario,"University certificate, diploma or degree above the bach...",1
24,Male,Nova Scotia,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",1
38,Female,Ontario,University certificate or diploma below the bachelor's level,1
25,Female,Ontario,Less than high school diploma or its equivalent,0
27,Female,Newfoundland and Labrador,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",0
31,Male,Ontario,"College, CEGEP or other non-university certificate or di...",0
77,Male,Ontario,"University certificate, diploma or degree above the bach...",1
45,Female,Ontario,"College, CEGEP or other non-university certificate or di...",0
33,Female,Alberta,High school diploma or a high school equivalency certificate,0
32,Female,British Columbia,"College, CEGEP or other non-university certificate or di...",0
31,Female,Quebec,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",0
37,Female,Ontario,"University certificate, diploma or degree above the bach...",1
33,Female,Ontario,"University certificate, diploma or degree above the bach...",0
21,Female,Ontario,University certificate or diploma below the bachelor's level,0
51,Female,Alberta,High school diploma or a high school equivalency certificate,0
49,Female,Ontario,University certificate or diploma below the bachelor's level,0
73,Male,Alberta,"College, CEGEP or other non-university certificate or di...",0
22,Female,Ontario,University certificate or diploma below the bachelor's level,0
64,Female,British Columbia,"College, CEGEP or other non-university certificate or di...",0
77,Male,Quebec,High school diploma or a high school equivalency certificate,0
32,Female,Manitoba,High school diploma or a high school equivalency certificate,0
23,Female,Manitoba,High school diploma or a high school equivalency certificate,0
31,Male,Ontario,Less than high school diploma or its equivalent,0
34,Female,Ontario,"College, CEGEP or other non-university certificate or di...",0
25,Female,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",1
72,Male,Ontario,"University certificate, diploma or degree above the bach...",1
24,Female,Ontario,University certificate or diploma below the bachelor's level,0
66,Female,Quebec,High school diploma or a high school equivalency certificate,1
20,Female,Nunavut,High school diploma or a high school equivalency certificate,0
64,Female,Manitoba,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",0
36,Male,Alberta,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",0
51,Female,Alberta,"University certificate, diploma or degree above the bach...",0
35,Male,Ontario,"University certificate, diploma or degree above the bach...",1
21,Male,Ontario,University certificate or diploma below the bachelor's level,0
29,Male,Alberta,Less than high school diploma or its equivalent,1
72,Female,Alberta,High school diploma or a high school equivalency certificate,0
23,Male,British Columbia,University certificate or diploma below the bachelor's level,0
41,Female,Quebec,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",1
52,Female,Quebec,University certificate or diploma below the bachelor's level,0
25,Female,Quebec,"College, CEGEP or other non-university certificate or di...",0
35,Female,Ontario,"University certificate, diploma or degree above the bach...",1
50,Male,Quebec,High school diploma or a high school equivalency certificate,1
75,Male,Quebec,"College, CEGEP or other non-university certificate or di...",0
36,Male,Saskatchewan,"College, CEGEP or other non-university certificate or di...",0
69,Male,Ontario,"University certificate, diploma or degree above the bach...",0
35,Male,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",0
65,Female,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",0
47,Female,Saskatchewan,"University certificate, diploma or degree above the bach...",0
58,Female,Ontario,"University certificate, diploma or degree above the bach...",0
36,Female,Alberta,"College, CEGEP or other non-university certificate or di...",0
47,Female,Alberta,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",0
77,Male,Ontario,"College, CEGEP or other non-university certificate or di...",0
32,Female,British Columbia,"College, CEGEP or other non-university certificate or di...",1
56,Male,Ontario,"University certificate, diploma or degree above the bach...",0
57,Male,Quebec,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",0
46,Female,British Columbia,High school diploma or a high school equivalency certificate,0
34,Male,Quebec,"University certificate, diploma or degree above the bach...",0
23,Male,Alberta,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",1
68,Female,Ontario,High school diploma or a high school equivalency certificate,0
63,Male,Ontario,"College, CEGEP or other non-university certificate or di...",0
33,Female,Alberta,"University certificate, diploma or degree above the bach...",0
61,Male,British Columbia,"University certificate, diploma or degree above the bach...",0
20,Female,Quebec,University certificate or diploma below the bachelor's level,0
69,Female,Nova Scotia,"University certificate, diploma or degree above the bach...",1
63,Female,Ontario,"College, CEGEP or other non-university certificate or di...",1
63,Female,British Columbia,High school diploma or a high school equivalency certificate,1
59,Male,Quebec,Less than high school diploma or its equivalent,1
64,Male,Ontario,High school diploma or a high school equivalency certificate,0
62,Female,Ontario,"College, CEGEP or other non-university certificate or di...",1
65,Male,Ontario,High school diploma or a high school equivalency certificate,0
61,Male,Quebec,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",1
52,Male,Quebec,High school diploma or a high school equivalency certificate,0
70,Female,Ontario,High school diploma or a high school equivalency certificate,0
19,Female,Alberta,University certificate or diploma below the bachelor's level,0
66,Female,Ontario,Less than high school diploma or its equivalent,0
72,Female,Quebec,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",1
35,Male,Ontario,"College, CEGEP or other non-university certificate or di...",0
19,Female,Manitoba,High school diploma or a high school equivalency certificate,0
55,Male,Quebec,High school diploma or a high school equivalency certificate,1
63,Male,Quebec,"University certificate, diploma or degree above the bach...",1
44,Male,New Brunswick,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",0
60,Male,Ontario,"University certificate, diploma or degree above the bach...",0
37,Female,Quebec,High school diploma or a high school equivalency certificate,1
66,Female,Alberta,High school diploma or a high school equivalency certificate,0
28,Female,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",1
27,Female,British Columbia,High school diploma or a high school equivalency certificate,0
32,Female,Alberta,High school diploma or a high school equivalency certificate,1
35,Female,Saskatchewan,Less than high school diploma or its equivalent,0
18,Female,Quebec,High school diploma or a high school equivalency certificate,0
24,Female,Quebec,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",0
59,Male,British Columbia,High school diploma or a high school equivalency certificate,1
33,Female,Saskatchewan,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",0
59,Male,Quebec,"College, CEGEP or other non-university certificate or di...",0
24,Female,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",0
77,Male,Ontario,"College, CEGEP or other non-university certificate or di...",0
55,Female,Alberta,Less than high school diploma or its equivalent,0
35,Female,British Columbia,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",0
44,Female,Ontario,"College, CEGEP or other non-university certificate or di...",1
62,Male,Ontario,High school diploma or a high school equivalency certificate,0
61,Male,Ontario,High school diploma or a high school equivalency certificate,1
57,Female,Newfoundland and Labrador,"College, CEGEP or other non-university certificate or di...",0
68,Female,Quebec,University certificate or diploma below the bachelor's level,1
57,Female,Ontario,High school diploma or a high school equivalency certificate,0
39,Female,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",0
30,Female,Manitoba,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",0
65,Female,British Columbia,High school diploma or a high school equivalency certificate,1
74,Male,Nova Scotia,"University certificate, diploma or degree above the bach...",1
59,Female,Ontario,High school diploma or a high school equivalency certificate,0
70,Female,Nova Scotia,"College, CEGEP or other non-university certificate or di...",1
68,Male,Quebec,University certificate or diploma below the bachelor's level,0
48,Female,Saskatchewan,University certificate or diploma below the bachelor's level,0
73,Male,Quebec,"College, CEGEP or other non-university certificate or di...",0
73,Male,Ontario,"College, CEGEP or other non-university certificate or di...",0
66,Male,Quebec,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",0
62,Female,Newfoundland and Labrador,"College, CEGEP or other non-university certificate or di...",0
18,Male,Ontario,High school diploma or a high school equivalency certificate,0
69,Male,Quebec,"College, CEGEP or other non-university certificate or di...",1
46,Male,Ontario,"College, CEGEP or other non-university certificate or di...",0
50,Female,British Columbia,High school diploma or a high school equivalency certificate,0
89,Male,Manitoba,"University certificate, diploma or degree above the bach...",1
35,Female,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",0
68,Male,Manitoba,University certificate or diploma below the bachelor's level,0
41,Male,Quebec,University certificate or diploma below the bachelor's level,0
49,Male,Newfoundland and Labrador,High school diploma or a high school equivalency certificate,0
61,Female,Prince Edward Island,High school diploma or a high school equivalency certificate,0
37,Male,Quebec,"College, CEGEP or other non-university certificate or di...",1
60,Female,Quebec,High school diploma or a high school equivalency certificate,0
20,Female,Quebec,High school diploma or a high school equivalency certificate,1
22,Male,Ontario,High school diploma or a high school equivalency certificate,0
29,Female,Quebec,High school diploma or a high school equivalency certificate,1
70,Male,Alberta,"College, CEGEP or other non-university certificate or di...",0
24,Male,Alberta,University certificate or diploma below the bachelor's level,0
58,Female,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",1
35,Female,Alberta,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",1
33,Female,Ontario,University certificate or diploma below the bachelor's level,0
65,Female,British Columbia,High school diploma or a high school equivalency certificate,1
43,Female,Nova Scotia,"University certificate, diploma or degree above the bach...",1
41,Male,Ontario,"University certificate, diploma or degree above the bach...",1
57,Female,British Columbia,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",1
29,Female,Saskatchewan,"College, CEGEP or other non-university certificate or di...",0
44,Female,Quebec,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",0
74,Female,Quebec,"College, CEGEP or other non-university certificate or di...",1
51,Male,British Columbia,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",1
40,Male,Quebec,University certificate or diploma below the bachelor's level,0
34,Female,Alberta,High school diploma or a high school equivalency certificate,0
23,Female,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",1
26,Female,Alberta,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",1
30,Female,Quebec,"College, CEGEP or other non-university certificate or di...",0
55,Female,Saskatchewan,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",0
45,Female,Quebec,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",0
71,Male,Quebec,High school diploma or a high school equivalency certificate,0
62,Female,British Columbia,"College, CEGEP or other non-university certificate or di...",0
32,Female,Quebec,High school diploma or a high school equivalency certificate,0
66,Male,Alberta,"University certificate, diploma or degree above the bach...",1
62,Male,Manitoba,"College, CEGEP or other non-university certificate or di...",0
65,Male,Quebec,High school diploma or a high school equivalency certificate,0
28,Male,Quebec,"University certificate, diploma or degree above the bach...",1
61,Male,Quebec,University certificate or diploma below the bachelor's level,0
74,Female,British Columbia,"College, CEGEP or other non-university certificate or di...",1
36,Male,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",1
49,Female,Quebec,Less than high school diploma or its equivalent,0
59,Male,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",0
49,Female,Ontario,"University certificate, diploma or degree above the bach...",1
52,Female,Ontario,University certificate or diploma below the bachelor's level,0
54,Female,Saskatchewan,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",0
48,Female,Alberta,University certificate or diploma below the bachelor's level,0
51,Male,Ontario,High school diploma or a high school equivalency certificate,0
61,Female,Ontario,High school diploma or a high school equivalency certificate,0
61,Male,Quebec,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",0
58,Male,Quebec,"College, CEGEP or other non-university certificate or di...",1
40,Female,Ontario,"College, CEGEP or other non-university certificate or di...",0
63,Male,Alberta,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",0
64,Female,Ontario,Less than high school diploma or its equivalent,0
39,Female,Ontario,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",0
42,Female,Ontario,"College, CEGEP or other non-university certificate or di...",0
49,Male,British Columbia,"University certificate, diploma or degree above the bach...",0
67,Male,Quebec,University certificate or diploma below the bachelor's level,0
23,Female,Ontario,"College, CEGEP or other non-university certificate or di...",0
77,Female,Ontario,"University certificate, diploma or degree above the bach...",0
48,Male,Ontario,"University certificate, diploma or degree above the bach...",0
62,Female,Quebec,High school diploma or a high school equivalency certificate,0
30,Female,Manitoba,"Bachelor's degree (e.g. B.A., B.Sc., LL.B.)",0
50,Female,Ontario,High school diploma or a high school equivalency certificate,0
48,Female,Alberta,High school diploma or a high school equivalency certificate,0
50,Male,Ontario,"University certificate, diploma or degree above the bach...",0
